Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 01/07  13:00:00,1.485154947,3.660176348,0,3.636217104,0,0.091757463,0.091757463,0.091757463,0.121932142,0.026267417,0.39965648,0.347844169,0.481053275
 01/07  14:00:00,1.404026034,3.264899146,0,3.240111405,0,0.082208668,0.082208668,0.082208668,0.121932142,0.026267417,0.361435816,0.359872426,0.435665566
 01/07  15:00:00,1.352228222,2.967081825,0,2.940898328,0,0.074937768,0.074937768,0.074937768,0.128349577,0.027649903,0.331767743,0.380136245,0.392742987
 01/07  16:00:00,1.420319522,2.763885782,0,2.736246817,0,0.069895984,0.069895984,0.069895984,0.160436991,0.034562383,0.339922589,0.401266965,0.39759061
 01/07  17:00:00,1.72993039,2.709688439,0,2.676996387,0,0.068612875,0.068612875,0.068612875,0.269534103,0.058064812,0.389638663,0.474628493,0.452807444
 01/07  18:00:00,2.334715579,3.531627104,0,3.491911486,0,0.089875865,0.089875865,0.089875865,0.500563357,0.107834641,0.480421868,0.576597765,0.562778084
 01/07  19:00:00,2.74195238,2.420599792,0,2.377480618,0,0.060530258,0.060530258,0.060530258,0.744427561,0.160369476,0.43259402,0.626011142,0.671375923
 01/07  20:00:00,2.732735163,2.656818376,0,2.61231091,0,0.066566924,0.066566924,0.066566924,0.789349925,0.170046944,0.349590651,0.646166599,0.69437012
 01/07  21:00:00,2.533802479,3.023731568,0,2.977693994,0,0.075915958,0.075915958,0.075915958,0.680252812,0.146544516,0.310730298,0.668380946,0.635333949
 01/07  22:00:00,2.298738347,3.379512166,0,3.334549399,0,0.084734524,0.084734524,0.084734524,0.5711557,0.123042104,0.29394914,0.652776722,0.556436157
 01/07  23:00:00,1.869426472,3.791497934,0,3.752588422,0,0.095165573,0.095165573,0.095165573,0.429971094,0.092627195,0.234174068,0.564894597,0.435949945
 01/07  24:00:00,1.425936577,4.232650396,0,4.198838754,0,0.106272254,0.106272254,0.106272254,0.295204003,0.063594789,0.151455627,0.490882893,0.301883011
 01/08  01:00:00,0.983951833,4.804125277,0,4.776157899,0,0.120795979,0.120795979,0.120795979,0.154019476,0.033179897,0.092942925,0.406034923,0.160334633
 01/08  02:00:00,0.804183189,5.151072803,0,5.125322214,0,0.129412799,0.129412799,0.129412799,0.089844728,0.019354937,0.07618578,0.37385121,0.098889736
 01/08  03:00:00,0.743144768,5.366653532,0,5.341201501,0,0.134644243,0.134644243,0.134644243,0.064174796,0.013824955,0.062326493,0.369516703,0.082013577
 01/08  04:00:00,0.737694969,5.51174273,0,5.486648968,0,0.138014309,0.138014309,0.138014309,0.064174796,0.013824955,0.053976431,0.364315295,0.086745182
 01/08  05:00:00,0.787669614,5.603226238,0,5.579080397,0,0.14020782,0.14020782,0.14020782,0.064174796,0.013824955,0.065822864,0.350553236,0.136441942
 01/08  06:00:00,1.056097518,5.576982739,0,5.550037921,0,0.139470841,0.139470841,0.139470841,0.064174796,0.013824955,0.080078181,0.391189237,0.350715508
 01/08  07:00:00,1.674392371,5.335805538,0,5.30467345,0,0.133279025,0.133279025,0.133279025,0.147602041,0.031797395,0.140383543,0.451980695,0.752705673
 01/08  08:00:00,2.113960699,5.598426219,0,5.565346043,0,0.139673917,0.139673917,0.139673917,0.301621517,0.064977292,0.228567291,0.480263352,0.86721333
 01/08  09:00:00,2.04311268,4.986925704,0,4.958958326,0,0.124245933,0.124245933,0.124245933,0.288786568,0.062212303,0.30112795,0.406034923,0.844061003
 01/08  10:00:00,1.793505121,4.77869099,0,4.754888489,0,0.119694264,0.119694264,0.119694264,0.147602041,0.031797395,0.375064554,0.345568553,0.757134314
 01/08  11:00:00,1.70620539,5.558393097,0,5.534030801,0,0.140568177,0.140568177,0.140568177,0.121932142,0.026267417,0.395792849,0.353695754,0.651305051
 01/08  12:00:00,1.610986849,4.884265055,0,4.859895296,0,0.123400108,0.123400108,0.123400108,0.121932142,0.026267417,0.413608485,0.353804116,0.55533058
 01/08  13:00:00,1.515709266,4.816898222,0,4.792938978,0,0.121533819,0.121533819,0.121533819,0.121932142,0.026267417,0.39965648,0.347844169,0.481831238
 01/08  14:00:00,1.442229745,4.737237532,0,4.712449791,0,0.119717409,0.119717409,0.119717409,0.121932142,0.026267417,0.361435816,0.359872426,0.436360536
 01/08  15:00:00,1.397067587,4.719882982,0,4.693699485,0,0.119157153,0.119157153,0.119157153,0.128349577,0.027649903,0.331767743,0.380136245,0.393362967
 01/08  16:00:00,1.470695,4.737170066,0,4.7095311,0,0.119646188,0.119646188,0.119646188,0.160436991,0.034562383,0.339922589,0.401266965,0.398215884
 01/08  17:00:00,1.779640031,4.665149219,0,4.632457168,0,0.117604812,0.117604812,0.117604812,0.269534103,0.058064812,0.389638663,0.474628493,0.453525148
 01/08  18:00:00,2.388627581,5.651073398,0,5.61135778,0,0.142893327,0.142893327,0.142893327,0.500563357,0.107834641,0.480421868,0.576597765,0.563672623
 01/08  19:00:00,2.794215385,4.458577576,0,4.415458402,0,0.111729988,0.111729988,0.111729988,0.744427561,0.160369476,0.43259402,0.626011142,0.672439199
 01/08  20:00:00,2.772950473,4.244319815,0,4.199812348,0,0.105687837,0.105687837,0.105687837,0.789349925,0.170046944,0.349590651,0.646166599,0.695464518
 01/08  21:00:00,2.566427014,4.30871972,0,4.262682146,0,0.107537838,0.107537838,0.107537838,0.680252812,0.146544516,0.310730298,0.668380946,0.636336605
 01/08  22:00:00,2.326378803,4.459379843,0,4.414417076,0,0.111497504,0.111497504,0.111497504,0.5711557,0.123042104,0.29394914,0.652776722,0.557313633
 01/08  23:00:00,1.893341832,4.724863503,0,4.685953991,0,0.118409177,0.118409177,0.118409177,0.429971094,0.092627195,0.234174068,0.564894597,0.436621702
 01/08  24:00:00,1.447658171,5.077605122,0,5.043793479,0,0.127552833,0.127552833,0.127552833,0.295204003,0.063594789,0.151455627,0.490882893,0.302324026
 01/09  01:00:00,0.985729067,5.554281876,0,5.526314497,0,0.139822645,0.139822645,0.139822645,0.154019476,0.033179897,0.086369242,0.406034923,0.149658884
 01/09  02:00:00,0.807395519,5.643579791,0,5.617829202,0,0.142228197,0.142228197,0.142228197,0.089844728,0.019354937,0.072238755,0.37385121,0.093233692
 01/09  03:00:00,0.747289626,5.788493888,0,5.763041857,0,0.145551376,0.145551376,0.145551376,0.064174796,0.013824955,0.059715255,0.369516703,0.077862541
 01/09  04:00:00,0.738871047,5.766205154,0,5.741111392,0,0.145014703,0.145014703,0.145014703,0.064174796,0.013824955,0.052611026,0.364315295,0.082286271
 01/09  05:00:00,0.783282387,5.872622162,0,5.84847632,0,0.147613444,0.147613444,0.147613444,0.064174796,0.013824955,0.063151709,0.350553236,0.127320248
 01/09  06:00:00,1.032600086,5.819991313,0,5.793046494,0,0.146316163,0.146316163,0.146316163,0.064174796,0.013824955,0.075981488,0.391189237,0.324469446
 01/09  07:00:00,1.609458186,5.54582109,0,5.514689002,0,0.139158472,0.139158472,0.139158472,0.147602041,0.031797395,0.129758031,0.451980695,0.692517552
 01/09  08:00:00,2.015047704,5.39774898,0,5.364668804,0,0.135208883,0.135208883,0.135208883,0.301621517,0.064977292,0.207405929,0.480263352,0.793926731
 01/09  09:00:00,1.946335133,5.445245584,0,5.417278206,0,0.136596044,0.136596044,0.136596044,0.288786568,0.062212303,0.268690649,0.406034923,0.767370645
 01/09  10:00:00,1.695203567,5.459152832,0,5.435350332,0,0.137140098,0.137140098,0.137140098,0.147602041,0.031797395,0.330033496,0.345568553,0.686417984
 01/09  11:00:00,1.617304061,6.456045516,0,6.43168322,0,0.163345884,0.163345884,0.163345884,0.121932142,0.026267417,0.34487662,0.353695754,0.590542244
 01/09  12:00:00,1.522645055,5.480905541,0,5.456535781,0,0.137990449,0.137990449,0.137990449,0.121932142,0.026267417,0.361119726,0.353804116,0.504887205
 01/09  13:00:00,1.431836494,5.134577919,0,5.110618676,0,0.129222717,0.129222717,0.129222717,0.121932142,0.026267417,0.351845974,0.347844169,0.438080075
 01/09  14:00:00,1.366497615,4.974759832,0,4.949972091,0,0.125516576,0.125516576,0.125516576,0.121932142,0.026267417,0.317847783,0.359872426,0.398417271
 01/09  15:00:00,1.327354058,4.865759906,0,4.839576409,0,0.122917756,0.122917756,0.122917756,0.128349577,0.027649903,0.292642171,0.380136245,0.359014406
 01/09  16:00:00,1.397193744,4.643944248,0,4.616305283,0,0.117356303,0.117356303,0.117356303,0.160436991,0.034562383,0.302863616,0.401266965,0.364063486
 01/09  17:00:00,1.692065051,4.276077588,0,4.243385537,0,0.107852456,0.107852456,0.107852456,0.269534103,0.058064812,0.353720743,0.474628493,0.411620444
 01/09  18:00:00,2.287141104,5.021121415,0,4.981405797,0,0.127115414,0.127115414,0.127115414,0.500563357,0.107834641,0.445069937,0.576597765,0.513315989
 01/09  19:00:00,2.683462265,4.001934279,0,3.958815105,0,0.10059402,0.10059402,0.10059402,0.744427561,0.160369476,0.398283704,0.626011142,0.607132362
 01/09  20:00:00,2.65769683,3.900111831,0,3.855604364,0,0.097788586,0.097788586,0.097788586,0.789349925,0.170046944,0.315345897,0.646166599,0.62235488
 01/09  21:00:00,2.454370088,3.984947548,0,3.938909974,0,0.099983063,0.099983063,0.099983063,0.680252812,0.146544516,0.275874928,0.668380946,0.566689823
 01/09  22:00:00,2.232770257,4.44695772,0,4.401994953,0,0.111911032,0.111911032,0.111911032,0.5711557,0.123042104,0.258342283,0.652776722,0.498898416
 01/09  23:00:00,1.823455231,4.869265106,0,4.830355593,0,0.122736752,0.122736752,0.122736752,0.429971094,0.092627195,0.205880856,0.564894597,0.390700737
 01/09  24:00:00,1.407857695,5.229627655,0,5.195816013,0,0.131881402,0.131881402,0.131881402,0.295204003,0.063594789,0.135920782,0.490882893,0.273729826
 01/10  01:00:00,0.988043655,5.629968023,0,5.602000644,0,0.141963626,0.141963626,0.141963626,0.154019476,0.033179897,0.086369242,0.406034923,0.149832491
 01/10  02:00:00,0.807272632,5.630603119,0,5.60485253,0,0.142018776,0.142018776,0.142018776,0.089844728,0.019354937,0.072238755,0.37385121,0.093320225
 01/10  03:00:00,0.745385917,5.70669246,0,5.681240429,0,0.143586698,0.143586698,0.143586698,0.064174796,0.013824955,0.059715255,0.369516703,0.07792351
 01/10  04:00:00,0.740734081,5.832325705,0,5.807231943,0,0.146809696,0.146809696,0.146809696,0.064174796,0.013824955,0.052611026,0.364315295,0.082354312
 01/10  05:00:00,0.787289695,6.01390096,0,5.989755118,0,0.151482005,0.151482005,0.151482005,0.064174796,0.013824955,0.063151709,0.350553236,0.127458994
 01/10  06:00:00,1.037760863,5.99860234,0,5.971657521,0,0.151038491,0.151038491,0.151038491,0.064174796,0.013824955,0.075981488,0.391189237,0.324907895
 01/10  07:00:00,1.634658738,6.496909146,0,6.465777057,0,0.163357673,0.163357673,0.163357673,0.147602041,0.031797395,0.129758031,0.451980695,0.693518904
 01/10  08:00:00,2.043835597,6.469142141,0,6.436061964,0,0.162827225,0.162827225,0.162827225,0.301621517,0.064977292,0.207405929,0.480263352,0.795096282
 01/10  09:00:00,1.953241597,5.694267374,0,5.666299996,0,0.142364253,0.142364253,0.142364253,0.288786568,0.062212303,0.268690649,0.406034923,0.768508902
 01/10  10:00:00,1.686842045,5.118226484,0,5.094423984,0,0.127756317,0.127756317,0.127756317,0.147602041,0.031797395,0.330033496,0.345568553,0.687440243
 01/10  11:00:00,1.597510967,5.65373031,0,5.629368014,0,0.142675051,0.142675051,0.142675051,0.121932142,0.026267417,0.34487662,0.353695754,0.591419983
 01/10  12:00:00,1.489120607,4.140308089,0,4.115938329,0,0.103722102,0.103722102,0.103722102,0.121932142,0.026267417,0.361119726,0.353804116,0.505631103
 01/10  13:00:00,1.380125636,3.067144061,0,3.043184818,0,0.076872464,0.076872464,0.076872464,0.121932142,0.026267417,0.351845974,0.347844169,0.43871947
 01/10  14:00:00,1.306681444,2.578523229,0,2.553735488,0,0.065127255,0.065127255,0.065127255,0.121932142,0.026267417,0.317847783,0.359872426,0.398990422
 01/10  15:00:00,1.257340457,2.070739342,0,2.044555845,0,0.052393489,0.052393489,0.052393489,0.128349577,0.027649903,0.292642171,0.380136245,0.359525072
 01/10  16:00:00,1.326805595,1.833723557,0,1.806084592,0,0.046451827,0.046451827,0.046451827,0.160436991,0.034562383,0.302863616,0.401266965,0.364579812
 01/10  17:00:00,1.632561044,1.884886242,0,1.85219419,0,0.047759218,0.047759218,0.047759218,0.269534103,0.058064812,0.353720743,0.474628493,0.412209675
 01/10  18:00:00,2.225282799,2.522680097,0,2.48296448,0,0.06451779,0.06451779,0.06451779,0.500563357,0.107834641,0.445069937,0.576597765,0.514055309
 01/10  19:00:00,2.63858759,2.166312128,0,2.123192954,0,0.054846974,0.054846974,0.054846974,0.744427561,0.160369476,0.398283704,0.626011142,0.608004732
 01/10  20:00:00,2.628533641,2.669568171,0,2.625060704,0,0.067735817,0.067735817,0.067735817,0.789349925,0.170046944,0.315345897,0.646166599,0.623244459
 01/10  21:00:00,2.440081545,3.346927911,0,3.300890337,0,0.08488432,0.08488432,0.08488432,0.680252812,0.146544516,0.275874928,0.668380946,0.567500023
 01/10  22:00:00,2.225071899,4.087393162,0,4.042430395,0,0.103500612,0.103500612,0.103500612,0.5711557,0.123042104,0.258342283,0.652776722,0.499610479
 01/10  23:00:00,1.825675793,4.919415863,0,4.88050635,0,0.124413542,0.124413542,0.124413542,0.429971094,0.092627195,0.205880856,0.564894597,0.391244509
 01/10  24:00:00,1.43097754,6.116691686,0,6.082880043,0,0.154641172,0.154641172,0.154641172,0.295204003,0.063594789,0.135920782,0.490882893,0.274089902
 01/11  01:00:00,1.017718926,6.815110166,0,6.787142787,0,0.171472744,0.171472744,0.171472744,0.154019476,0.033179897,0.086369242,0.406034923,0.149998644
 01/11  02:00:00,0.853009744,7.488390147,0,7.462639559,0,0.187673123,0.187673123,0.187673123,0.089844728,0.019354937,0.072238755,0.37385121,0.09340299
 01/11  03:00:00,0.803384908,8.068853192,0,8.043401161,0,0.201527328,0.201527328,0.201527328,0.064174796,0.013824955,0.059715255,0.369516703,0.077981871
 01/11  04:00:00,0.806335497,8.527442976,0,8.502349214,0,0.212346026,0.212346026,0.212346026,0.064174796,0.013824955,0.052611026,0.364315295,0.082419398
 01/11  05:00:00,0.854684708,8.807311311,0,8.78316547,0,0.218744341,0.218744341,0.218744341,0.064174796,0.013824955,0.063151709,0.350553236,0.127591671
 01/11  06:00:00,1.113881377,9.14995572,0,9.123010902,0,0.22673975,0.22673975,0.22673975,0.064174796,0.013824955,0.075981488,0.391189237,0.325327151
 01/11  07:00:00,1.720889549,10.02915151,0,9.998019424,0,0.24863097,0.24863097,0.24863097,0.147602041,0.031797395,0.129758031,0.451980695,0.694476418
 01/11  08:00:00,2.116489003,9.494942041,0,9.461861865,0,0.234362028,0.234362028,0.234362028,0.301621517,0.064977292,0.207405929,0.480263352,0.796214885
 01/11  09:00:00,2.031653841,8.952767433,0,8.924800055,0,0.219687996,0.219687996,0.219687996,0.288786568,0.062212303,0.268690649,0.406034923,0.769597402
 01/11  10:00:00,1.757015553,8.028992028,0,8.005189527,0,0.196952318,0.196952318,0.196952318,0.147602041,0.031797395,0.330033496,0.345568553,0.68841775
 01/11  11:00:00,1.665733293,8.458258246,0,8.43389595,0,0.210058022,0.210058022,0.210058022,0.121932142,0.026267417,0.34487662,0.353695754,0.592259338
 01/11  12:00:00,1.535241509,6.064243585,0,6.039873825,0,0.149131637,0.149131637,0.149131637,0.121932142,0.026267417,0.361119726,0.353804116,0.506342471
 01/11  13:00:00,1.422900857,4.800436749,0,4.776477505,0,0.119036251,0.119036251,0.119036251,0.121932142,0.026267417,0.351845974,0.347844169,0.439330904
 01/11  14:00:00,1.341753843,3.983713965,0,3.958926224,0,0.099651567,0.099651567,0.099651567,0.121932142,0.026267417,0.317847783,0.359872426,0.399538508
 01/11  15:00:00,1.28780016,3.27836112,0,3.252177623,0,0.082364868,0.082364868,0.082364868,0.128349577,0.027649903,0.292642171,0.380136245,0.360013396
 01/11  16:00:00,1.365102464,3.334214542,0,3.306575577,0,0.084254966,0.084254966,0.084254966,0.160436991,0.034562383,0.302863616,0.401266965,0.365073543
 01/11  17:00:00,1.672848657,3.442966643,0,3.410274592,0,0.087483384,0.087483384,0.087483384,0.269534103,0.058064812,0.353720743,0.474628493,0.412773121
 01/11  18:00:00,2.294091133,5.174989838,0,5.13527422,0,0.132619158,0.132619158,0.132619158,0.500563357,0.107834641,0.445069937,0.576597765,0.514762274
 01/11  19:00:00,2.690455156,4.223767632,0,4.180648458,0,0.105880335,0.105880335,0.105880335,0.744427561,0.160369476,0.398283704,0.626011142,0.608838938
 01/11  20:00:00,2.672408863,4.419364643,0,4.374857176,0,0.110760387,0.110760387,0.110760387,0.789349925,0.170046944,0.315345897,0.646166599,0.624095112
 01/11  21:00:00,2.476417646,4.805024683,0,4.758987109,0,0.120445693,0.120445693,0.120445693,0.680252812,0.146544516,0.275874928,0.668380946,0.568274751
 01/11  22:00:00,2.2573675,5.389446225,0,5.344483458,0,0.135115341,0.135115341,0.135115341,0.5711557,0.123042104,0.258342283,0.652776722,0.50029135
 01/11  23:00:00,1.849707937,5.90654297,0,5.867633457,0,0.147925733,0.147925733,0.147925733,0.429971094,0.092627195,0.205880856,0.564894597,0.391764463
 01/11  24:00:00,1.439990336,6.524264076,0,6.490452434,0,0.163309709,0.163309709,0.163309709,0.295204003,0.063594789,0.135920782,0.490882893,0.27443416
 01/12  01:00:00,1.025823225,7.172924873,0,7.144957495,0,0.17941838,0.17941838,0.17941838,0.154019476,0.033179897,0.086369242,0.406034923,0.150157306
 01/12  02:00:00,0.8539085,7.537154871,0,7.511404283,0,0.188492908,0.188492908,0.188492908,0.089844728,0.019354937,0.072238755,0.37385121,0.093481961
 01/12  03:00:00,0.796012639,7.786502964,0,7.761050933,0,0.194099484,0.194099484,0.194099484,0.064174796,0.013824955,0.059715255,0.369516703,0.078037445
 01/12  04:00:00,0.792356235,7.966350998,0,7.941257236,0,0.19830471,0.19830471,0.19830471,0.064174796,0.013824955,0.052611026,0.364315295,0.082481452
 01/12  05:00:00,0.838525433,8.13319684,0,8.109050998,0,0.202458501,0.202458501,0.202458501,0.064174796,0.013824955,0.063151709,0.350553236,0.127718237
 01/12  06:00:00,1.088219147,8.064516655,0,8.037571837,0,0.200677529,0.200677529,0.200677529,0.064174796,0.013824955,0.075981488,0.391189237,0.325727142
 01/12  07:00:00,1.668357809,7.850500315,0,7.819368226,0,0.195185829,0.195185829,0.195185829,0.147602041,0.031797395,0.129758031,0.451980695,0.695389819
 01/12  08:00:00,2.081781286,7.980935596,0,7.94785542,0,0.198587748,0.198587748,0.198587748,0.301621517,0.064977292,0.207405929,0.480263352,0.797281448
 01/12  09:00:00,1.996070294,7.390667753,0,7.362700374,0,0.183066254,0.183066254,0.183066254,0.288786568,0.062212303,0.268690649,0.406034923,0.770635597
 01/12  10:00:00,1.723383002,6.560856244,0,6.537053744,0,0.162387305,0.162387305,0.162387305,0.147602041,0.031797395,0.330033496,0.345568553,0.689350212
 01/12  11:00:00,1.634356373,7.094546941,0,7.070184645,0,0.177880492,0.177880492,0.177880492,0.121932142,0.026267417,0.34487662,0.353695754,0.593059949
 01/12  12:00:00,1.504914348,4.774463999,0,4.750094239,0,0.118125972,0.118125972,0.118125972,0.121932142,0.026267417,0.361119726,0.353804116,0.507020974
 01/12  13:00:00,1.389454065,3.419089959,0,3.395130716,0,0.085006238,0.085006238,0.085006238,0.121932142,0.026267417,0.351845974,0.347844169,0.439914125
 01/12  14:00:00,1.309410637,2.658717199,0,2.633929458,0,0.066785559,0.066785559,0.066785559,0.121932142,0.026267417,0.317847783,0.359872426,0.40006131
 01/12  15:00:00,1.264588093,2.319547775,0,2.293364278,0,0.058687008,0.058687008,0.058687008,0.128349577,0.027649903,0.292642171,0.380136245,0.36047919
 01/12  16:00:00,1.335484241,2.136692002,0,2.109053037,0,0.054165779,0.054165779,0.054165779,0.160436991,0.034562383,0.302863616,0.401266965,0.365544506
 01/12  17:00:00,1.641623724,2.187003457,0,2.154311406,0,0.055720969,0.055720969,0.055720969,0.269534103,0.058064812,0.353720743,0.474628493,0.413310604
 01/12  18:00:00,2.259979845,3.793686197,0,3.753970579,0,0.097833482,0.097833482,0.097833482,0.500563357,0.107834641,0.445069937,0.576597765,0.515436663
 01/12  19:00:00,2.664976458,3.150979496,0,3.107860322,0,0.079605903,0.079605903,0.079605903,0.744427561,0.160369476,0.398283704,0.626011142,0.609634672
 01/12  20:00:00,2.648977013,3.434282003,0,3.389774536,0,0.086517109,0.086517109,0.086517109,0.789349925,0.170046944,0.315345897,0.646166599,0.62490654
 01/12  21:00:00,2.458237531,4.025040994,0,3.97900342,0,0.101526549,0.101526549,0.101526549,0.680252812,0.146544516,0.275874928,0.668380946,0.56901378
 01/12  22:00:00,2.237581789,4.554265915,0,4.509303148,0,0.114680122,0.114680122,0.114680122,0.5711557,0.123042104,0.258342283,0.652776722,0.500940858
 01/12  23:00:00,1.831160069,5.12158973,0,5.082680218,0,0.1288819,0.1288819,0.1288819,0.429971094,0.092627195,0.205880856,0.564894597,0.392260428
 01/12  24:00:00,1.423851785,5.835060432,0,5.80124879,0,0.14684273,0.14684273,0.14684273,0.295204003,0.063594789,0.135920782,0.490882893,0.274762589
 01/13  01:00:00,1.007218165,6.387666597,0,6.359699218,0,0.160662275,0.160662275,0.160662275,0.154019476,0.033179897,0.086369242,0.406034923,0.150308353
 01/13  02:00:00,0.834171298,6.713777755,0,6.688027167,0,0.168680553,0.168680553,0.168680553,0.089844728,0.019354937,0.072238755,0.37385121,0.093557115
 01/13  03:00:00,0.780395259,7.118998716,0,7.093546685,0,0.178429173,0.178429173,0.178429173,0.064174796,0.013824955,0.059715255,0.369516703,0.078090377
 01/13  04:00:00,0.778972985,7.374807212,0,7.34971345,0,0.184862399,0.184862399,0.184862399,0.064174796,0.013824955,0.052611026,0.364315295,0.082540513
 01/13  05:00:00,0.82496884,7.541094267,0,7.516948425,0,0.188781488,0.188781488,0.188781488,0.064174796,0.013824955,0.063151709,0.350553236,0.127838656
 01/13  06:00:00,1.077428199,7.578843663,0,7.551898845,0,0.189506132,0.189506132,0.189506132,0.064174796,0.013824955,0.075981488,0.391189237,0.326107591
 01/13  07:00:00,1.682777455,8.335418889,0,8.3042868,0,0.208736485,0.208736485,0.208736485,0.147602041,0.031797395,0.129758031,0.451980695,0.69625881
 01/13  08:00:00,2.093997347,8.358487291,0,8.325407115,0,0.209788842,0.209788842,0.209788842,0.301621517,0.064977292,0.207405929,0.480263352,0.798296415
 01/13  09:00:00,1.99668987,7.360349456,0,7.332382077,0,0.182698021,0.182698021,0.182698021,0.288786568,0.062212303,0.268690649,0.406034923,0.771623406
 01/13  10:00:00,1.716602226,6.244395694,0,6.220593193,0,0.154719385,0.154719385,0.154719385,0.147602041,0.031797395,0.330033496,0.345568553,0.690237356
 01/13  11:00:00,1.628727594,6.816567259,0,6.792204963,0,0.171489991,0.171489991,0.171489991,0.121932142,0.026267417,0.34487662,0.353695754,0.59382167
 01/13  12:00:00,1.499723125,4.516295951,0,4.491926191,0,0.112289193,0.112289193,0.112289193,0.121932142,0.026267417,0.361119726,0.353804116,0.507666531
 01/13  13:00:00,1.388496799,3.338728348,0,3.314769105,0,0.083494081,0.083494081,0.083494081,0.121932142,0.026267417,0.351845974,0.347844169,0.440469015
 01/13  14:00:00,1.308904663,2.608971173,0,2.584183432,0,0.065782183,0.065782183,0.065782183,0.121932142,0.026267417,0.317847783,0.359872426,0.400558712
 01/13  15:00:00,1.257986345,2.040812561,0,2.014629063,0,0.051642092,0.051642092,0.051642092,0.128349577,0.027649903,0.292642171,0.380136245,0.360922357
